HHID_panel,tempo,income2010,DSR2010,assets2010,DAR2010,income2016,DSR2016,assets2016,DAR2016,income2020,DSR2020,assets2020,DAR2020,cat_assets_b,cat_DAR_b,cat_DSR_b,cat_income_b
MANAM23,1,31,.69193548,277,.14620939,14.177215,0,70.949364,.080338985,26.391306,.87879151,309.18478,.25842151,Dec,Dec,Dec,Dec
MANAM23,2,31,.69193548,277,.14620939,14.177215,0,70.949364,.080338985,26.391306,.87879151,309.18478,.25842151,Inc,Inc,Sta,Inc
MANAM24,1,104,.27188298,184.5,.24390243,59.050636,0,340.44305,.23968765,321.81522,.040024318,1418.3152,.12966087,Inc,Sta,Dec,Dec
MANAM24,2,104,.27188298,184.5,.24390243,59.050636,0,340.44305,.23968765,321.81522,.040024318,1418.3152,.12966087,Inc,Dec,Sta,Inc
MANAM25,1,45,.25372607,87.5,.31428573,138.92406,.08747153,108.67088,.36072218,21.195652,.57308453,111.1413,.39139363,Inc,Inc,Dec,Inc
MANAM25,2,45,.25372607,87.5,.31428573,138.92406,.08747153,108.67088,.36072218,21.195652,.57308453,111.1413,.39139363,Sta,Sta,Inc,Dec
MANAM26,1,120,.19118331,159,.3144654,187.8481,.016475741,257.46835,1.1799508,51.405434,.87246054,343.26086,.34842309,Inc,Inc,Dec,Inc
MANAM26,2,120,.19118331,159,.3144654,187.8481,.016475741,257.46835,1.1799508,51.405434,.87246054,343.26086,.34842309,Inc,Dec,Inc,Dec
MANAM27,2,,,,,52.025314,0,409.81012,.061735906,12.336957,.7277267,866.95648,.69715154,Inc,Inc,Sta,Dec
MANAM28,1,58,.17018102,139.5,.390681,83.544304,.125,5.1265826,4.9545674,64.130432,.060006317,222.11957,.11795449,Dec,Inc,Dec,Inc
MANAM28,2,58,.17018102,139.5,.390681,83.544304,.125,5.1265826,4.9545674,64.130432,.060006317,222.11957,.11795449,Inc,Dec,Dec,Dec
MANAM29,2,,,,,186.4557,.20366596,85.126579,2.9743943,316.73914,0,446.73914,.24309488,Inc,Dec,Dec,Inc
MANAM3,1,43,.11441436,101,.1980198,14.460759,.8452456,171.3924,.18495569,31.173914,1.2984009,323.6413,.40322417,Inc,Sta,Inc,Dec
MANAM3,2,43,.11441436,101,.1980198,14.460759,.8452456,171.3924,.18495569,31.173914,1.2984009,323.6413,.40322417,Inc,Inc,Inc,Inc
MANAM30,1,170,.38512146,560.5,.26761821,150.25316,.26701349,196.89874,.53987139,69.097824,.053106081,316.79349,.23864126,Dec,Inc,Dec,Dec
MANAM30,2,170,.38512146,560.5,.26761821,150.25316,.26701349,196.89874,.53987139,69.097824,.053106081,316.79349,.23864126,Inc,Dec,Dec,Dec
MANAM31,1,168,.16845238,537.5,.074418604,37.974682,1.3333335,647.78479,.39025307,.54347825,0,1002.2826,.081314392,Inc,Inc,Inc,Dec
MANAM31,2,168,.16845238,537.5,.074418604,37.974682,1.3333335,647.78479,.39025307,.54347825,0,1002.2826,.081314392,Inc,Dec,Dec,Dec
MANAM32,1,73,.30921993,254.5,.23182711,75.316452,1.0537472,937.2785,.49985141,91.847824,.96557462,598.09784,.92309308,Inc,Inc,Inc,Sta
MANAM32,2,73,.30921993,254.5,.23182711,75.316452,1.0537472,937.2785,.49985141,91.847824,.96557462,598.09784,.92309308,Dec,Inc,Sta,Inc
MANAM33,1,130,.14033845,193,.14507772,75.822784,.20232922,211.64557,.89063996,19.565218,1.7990637,161.73914,2.8045161,Sta,Inc,Inc,Dec
MANAM33,2,130,.14033845,193,.14507772,75.822784,.20232922,211.64557,.89063996,19.565218,1.7990637,161.73914,2.8045161,Dec,Inc,Inc,Dec
MANAM35,2,,,,,36.455696,.49909723,192.59492,.17134407,37.695652,.57607067,198.42392,.48482054,Sta,Inc,Inc,Sta
MANAM36,1,64,.25624999,381.5,.052424639,316.45569,.093199998,499.3671,1.0517313,82.608696,5.467628,1800,.30488887,Inc,Inc,Dec,Inc
MANAM36,2,64,.25624999,381.5,.052424639,316.45569,.093199998,499.3671,1.0517313,82.608696,5.467628,1800,.30488887,Inc,Dec,Inc,Dec
MANAM37,1,84,.23255569,154.5,.18770227,94.746834,.3988066,181.4557,.80239969,171.16304,.24214354,365.43478,.40061867,Inc,Inc,Inc,Inc
MANAM37,2,84,.23255569,154.5,.18770227,94.746834,.3988066,181.4557,.80239969,171.16304,.24214354,365.43478,.40061867,Inc,Dec,Dec,Inc
MANAM38,1,25,.26980001,116,20.517241,159.49367,.22466892,72.088608,1.168007,105.43478,.095879212,206.95651,.38607144,Dec,Dec,Dec,Inc
MANAM38,2,25,.26980001,116,20.517241,159.49367,.22466892,72.088608,1.168007,105.43478,.095879212,206.95651,.38607144,Inc,Dec,Dec,Dec
MANAM39,1,96,1.0381982,150.5,1.4285715,99.873421,.29775187,264.11395,.56301463,71.08696,.8407681,249.34782,.63164777,Inc,Dec,Dec,Sta
MANAM39,2,96,1.0381982,150.5,1.4285715,99.873421,.29775187,264.11395,.56301463,71.08696,.8407681,249.34782,.63164777,Sta,Inc,Inc,Dec
MANAM4,1,120,.051804166,318.5,.16169544,64.810127,.78889728,1272.1519,.097001001,29.347826,.71716273,312.77173,.34721807,Inc,Dec,Inc,Dec
MANAM4,2,120,.051804166,318.5,.16169544,64.810127,.78889728,1272.1519,.097001001,29.347826,.71716273,312.77173,.34721807,Dec,Inc,Sta,Dec
MANAM41,1,144,.33332062,244,.34836066,195.94937,.26350144,441.83542,.43681422,103.36956,.36262426,1031.0869,.098051876,Inc,Inc,Dec,Inc
MANAM41,2,144,.33332062,244,.34836066,195.94937,.26350144,441.83542,.43681422,103.36956,.36262426,1031.0869,.098051876,Inc,Dec,Inc,Dec
MANAM42,1,81,.33087292,148,.28378379,38.987339,.8857277,239.24051,.38371429,64.586952,.068677679,416.68478,.3081466,Inc,Inc,Inc,Dec
MANAM42,2,81,.33087292,148,.28378379,38.987339,.8857277,239.24051,.38371429,64.586952,.068677679,416.68478,.3081466,Inc,Dec,Dec,Inc
MANAM43,1,84,.15476191,222,.12612613,32.658226,.21074955,101.77216,.32130596,112.5,.21197464,245.65218,.48646018,Dec,Inc,Inc,Dec
MANAM43,2,84,.15476191,222,.12612613,32.658226,.21074955,101.77216,.32130596,112.5,.21197464,245.65218,.48646018,Inc,Inc,Sta,Inc
MANAM44,2,,,,,219.49367,.19012539,147.59494,1.7141509,30.543478,.44015133,289.94565,.24521837,Inc,Dec,Inc,Dec
MANAM45,1,229,.016353711,152.5,.20327869,453.03796,.079283446,93.417725,.94842821,71.711952,.25851327,467.01086,.22611895,Dec,Inc,Inc,Inc
MANAM45,2,229,.016353711,152.5,.20327869,453.03796,.079283446,93.417725,.94842821,71.711952,.25851327,467.01086,.22611895,Inc,Dec,Inc,Dec
MANAM46,2,,,,,37.721519,.22857074,201.20253,.17296006,1.7391305,.39062497,108.69566,.0073599992,Dec,Dec,Inc,Dec
MANAM47,1,83,.048192769,182.5,.043835618,143.35443,.52283317,385.31644,.66049612,69.565216,.49943677,237.66304,1.7146125,Inc,Inc,Inc,Inc
MANAM47,2,83,.048192769,182.5,.043835618,143.35443,.52283317,385.31644,.66049612,69.565216,.49943677,237.66304,1.7146125,Dec,Inc,Sta,Dec
MANAM48,1,87,.22156933,134,.35447761,128.98735,.70858312,191.89874,1.9458178,14.130435,4.2872233,188.04347,.97424281,Inc,Inc,Inc,Inc
MANAM48,2,87,.22156933,134,.35447761,128.98735,.70858312,191.89874,1.9458178,14.130435,4.2872233,188.04347,.97424281,Sta,Dec,Inc,Dec
MANAM49,1,62,.20874195,167.5,.14925373,26.962025,.81081831,188.10127,.6055249,37.5,.10675004,130.43478,.17863333,Inc,Inc,Inc,Dec
MANAM49,2,62,.20874195,167.5,.14925373,26.962025,.81081831,188.10127,.6055249,37.5,.10675004,130.43478,.17863333,Dec,Dec,Dec,Inc
MANAM5,1,206,.16504854,194.5,.24164525,150.37975,.24275126,261.01266,.51645005,126.6087,.21861431,328.96738,.29942179,Inc,Inc,Inc,Dec
MANAM5,2,206,.16504854,194.5,.24164525,150.37975,.24275126,261.01266,.51645005,126.6087,.21861431,328.96738,.29942179,Inc,Dec,Sta,Dec
MANAM50,1,120,.42500001,471.5,.12725344,56.962025,.22723867,851.26581,.22660372,190.21739,0,1016.6304,.21374533,Inc,Inc,Dec,Dec
MANAM50,2,120,.42500001,471.5,.12725344,56.962025,.22723867,851.26581,.22660372,190.21739,0,1016.6304,.21374533,Inc,Sta,Dec,Inc
MANAM51,1,124,.88443017,760.5,.2103879,126.07595,.53302532,125.37975,2.2515595,164.21739,.22118932,400.48914,.42048579,Dec,Inc,Dec,Sta
MANAM51,2,124,.88443017,760.5,.2103879,126.07595,.53302532,125.37975,2.2515595,164.21739,.22118932,400.48914,.42048579,Inc,Dec,Dec,Inc
MANAM6,2,,,,,122.1519,.25308135,219.87341,.28789291,103.26087,.68456221,643.47827,1.2247499,Inc,Inc,Inc,Dec
MANAM7,2,,,,,75.569618,.42788455,137.02531,.32840648,40.217392,.27452296,71.63044,1.2131714,Dec,Inc,Dec,Dec
MANAM8,1,200,.28788787,322,.43478259,31.518988,.92220908,230.88606,.24124454,121.32609,.2370147,359.40216,.3038379,Dec,Dec,Inc,Dec
MANAM8,2,200,.28788787,322,.43478259,31.518988,.92220908,230.88606,.24124454,121.32609,.2370147,359.40216,.3038379,Inc,Inc,Dec,Inc
MANAM9,1,168,.081428573,167,.20059881,93.037971,.6633628,496.83545,.53881019,68.478264,.11611503,810.32611,.040847749,Inc,Inc,Inc,Dec
MANAM9,2,168,.081428573,167,.20059881,93.037971,.6633628,496.83545,.53881019,68.478264,.11611503,810.32611,.040847749,Inc,Dec,Dec,Dec
NAT1,1,31,1.1350471,62,.70967746,54.303799,.77376539,170.44302,.76095808,34.72826,.19512291,709.78259,.047479328,Inc,Sta,Dec,Inc
NAT1,2,31,1.1350471,62,.70967746,54.303799,.77376539,170.44302,.76095808,34.72826,.19512291,709.78259,.047479328,Inc,Dec,Dec,Dec
NAT10,1,23,.26101258,247,.21052632,13.436708,1.0812474,115.69621,.69405907,40.597824,0,95.434784,.58678812,Dec,Inc,Inc,Dec
NAT10,2,23,.26101258,247,.21052632,13.436708,1.0812474,115.69621,.69405907,40.597824,0,95.434784,.58678812,Dec,Dec,Dec,Inc
NAT11,1,85.599998,.011682243,281,.3024911,31.518988,2.4800422,216.32909,2.1652195,36.739128,.47292823,117.3913,.47192591,Dec,Inc,Inc,Dec
NAT11,2,85.599998,.011682243,281,.3024911,31.518988,2.4800422,216.32909,2.1652195,36.739128,.47292823,117.3913,.47192591,Dec,Dec,Dec,Inc
NAT12,1,98.599998,.094827592,207.5,.072289154,192.83543,.10634469,935.94177,.29606542,122.06522,.25819698,986.41302,.26814327,Inc,Inc,Inc,Inc
NAT12,2,98.599998,.094827592,207.5,.072289154,192.83543,.10634469,935.94177,.29606542,122.06522,.25819698,986.41302,.26814327,Sta,Sta,Inc,Dec
NAT13,1,15,.3814002,169,.20710059,13.948101,.27225703,32.658226,.581783,5.3804345,.27795118,83.315216,.27966079,Dec,Inc,Dec,Sta
NAT13,2,15,.3814002,169,.20710059,13.948101,.27225703,32.658226,.581783,5.3804345,.27795118,83.315216,.27966079,Inc,Dec,Sta,Dec
NAT14,1,58.400002,0,127,.4094488,98.734177,.2152409,9.7468348,6.8227277,81.521736,0,200.86957,.042813852,Dec,Inc,Sta,Inc
NAT14,2,58.400002,0,127,.4094488,98.734177,.2152409,9.7468348,6.8227277,81.521736,0,200.86957,.042813852,Inc,Dec,Dec,Dec
NAT15,1,118.8,0,277,.3465704,82.025322,.12222508,234.11392,.26012978,15.923913,.77832341,176.90218,.32221198,Dec,Dec,Sta,Dec
NAT15,2,118.8,0,277,.3465704,82.025322,.12222508,234.11392,.26012978,15.923913,.77832341,176.90218,.32221198,Dec,Inc,Inc,Dec
NAT16,1,112.8,.21276595,282,.49645388,61.398735,.25518617,160.56963,.40480882,96.065216,.40806016,392.77176,.22557631,Dec,Dec,Inc,Dec
NAT16,2,112.8,.21276595,282,.49645388,61.398735,.25518617,160.56963,.40480882,96.065216,.40806016,392.77176,.22557631,Inc,Dec,Inc,Inc
NAT17,1,36.200001,.38646403,249.5,.24048096,28.481012,.33055553,329.24051,.172822,72.88044,.16713853,209.89131,.93191093,Inc,Dec,Dec,Dec
NAT17,2,36.200001,.38646403,249.5,.24048096,28.481012,.33055553,329.24051,.172822,72.88044,.16713853,209.89131,.93191093,Dec,Inc,Dec,Inc
NAT18,1,64,.71073878,280,.2857143,30.000002,.25673583,164.05064,.17372684,236.41304,.0011494253,347.82608,.16646251,Dec,Dec,Dec,Dec
NAT18,2,64,.71073878,280,.2857143,30.000002,.25673583,164.05064,.17372684,236.41304,.0011494253,347.82608,.16646251,Inc,Sta,Dec,Inc
NAT19,1,151.60001,.14491881,269,.53903347,37.468353,1.0641992,302.21518,.21971101,53.326088,1.4991091,430.43478,.65027273,Inc,Dec,Inc,Dec
NAT19,2,151.60001,.14491881,269,.53903347,37.468353,1.0641992,302.21518,.21971101,53.326088,1.4991091,430.43478,.65027273,Inc,Inc,Inc,Inc
NAT2,1,18.5,.012162162,111,.16396397,7.2151895,2.5618544,297.21518,.44748724,70.304352,.27380261,243.96739,.24962352,Inc,Inc,Inc,Dec
NAT2,2,18.5,.012162162,111,.16396397,7.2151895,2.5618544,297.21518,.44748724,70.304352,.27380261,243.96739,.24962352,Dec,Dec,Dec,Inc
NAT20,1,74,.090793021,299.5,.38731217,15.759494,3.270942,389.68356,.78781873,85.570648,.051444907,439.23914,.37815392,Inc,Inc,Inc,Dec
NAT20,2,74,.090793021,299.5,.38731217,15.759494,3.270942,389.68356,.78781873,85.570648,.051444907,439.23914,.37815392,Inc,Dec,Dec,Inc
NAT21,2,,,,,79.873413,0,194.3038,0,111.25,.34427905,295.21741,.74487478,Inc,Sta,Sta,Inc
NAT22,2,,,,,43.101265,.18797611,323.22784,.40126497,73.695656,.26976895,543.09784,.3717562,Inc,Sta,Inc,Inc
NAT23,2,,,,,37.341774,.22891526,139.74684,.19105978,112.93478,.054331087,115.76087,.3610892,Dec,Inc,Dec,Inc
NAT24,1,72.400002,.026063535,309.5,.071082391,20.569622,2.0500646,213.16455,.68304044,42.06522,.34866089,178.69565,.8662774,Dec,Inc,Inc,Dec
NAT24,2,72.400002,.026063535,309.5,.071082391,20.569622,2.0500646,213.16455,.68304044,42.06522,.34866089,178.69565,.8662774,Dec,Inc,Dec,Inc
NAT25,1,42,.26523811,241,.28630707,16.835443,2.6360154,155.44302,1.2821417,,,,,Dec,Inc,Inc,Dec
NAT26,1,51.599998,.015503878,253.5,.28796843,67.341774,.16463327,211.07594,.47376311,36.847828,1.1640873,189.13043,.46528736,Dec,Inc,Inc,Inc
NAT26,2,51.599998,.015503878,253.5,.28796843,67.341774,.16463327,211.07594,.47376311,36.847828,1.1640873,189.13043,.46528736,Dec,Sta,Inc,Dec
NAT27,2,,,,,183.41771,.057971016,198.79747,.66801661,79.347824,.18835618,325.43478,.45815632,Inc,Dec,Inc,Dec
NAT28,1,164,.13039634,253.5,.17751481,75.645569,.56112009,664.99994,.16842107,143.80435,.70003027,160.38043,.88040662,Inc,Sta,Inc,Dec
NAT28,2,164,.13039634,253.5,.17751481,75.645569,.56112009,664.99994,.16842107,143.80435,.70003027,160.38043,.88040662,Dec,Inc,Inc,Inc
NAT29,1,64.400002,.055847242,160,.52499998,54.493671,.52982026,181.01266,.6960839,51.266304,.43844935,131.52174,.78085947,Inc,Inc,Inc,Dec
NAT29,2,64.400002,.055847242,160,.52499998,54.493671,.52982026,181.01266,.6960839,51.266304,.43844935,131.52174,.78085947,Dec,Inc,Dec,Sta
NAT3,1,101.1,.86785316,185,1.3864865,90.506332,.26041549,31.582279,1.4026853,,,,,Dec,Sta,Dec,Dec
NAT30,2,,,,,153.11392,.14880954,587.2785,.27687034,366.95654,.11455865,554.34784,.23324706,Sta,Dec,Dec,Inc
NAT31,2,,,,,110.63291,.18850686,83.101265,1.4849353,65.54348,2.9366333,394.02173,1.1243035,Inc,Dec,Inc,Dec
NAT32,1,25,.96800005,204,.15196079,39.113922,.69701159,105.44304,.70843935,51.630436,.42911828,280.1087,.37949553,Dec,Inc,Dec,Inc
NAT32,2,25,.96800005,204,.15196079,39.113922,.69701159,105.44304,.70843935,51.630436,.42911828,280.1087,.37949553,Inc,Dec,Dec,Inc
NAT33,1,108.2,.34103516,294,.66326529,46.708862,.80081904,439.30377,.10106902,154.23912,.11113162,522.06519,.397843,Inc,Dec,Inc,Dec
NAT33,2,108.2,.34103516,294,.66326529,46.708862,.80081904,439.30377,.10106902,154.23912,.11113162,522.06519,.397843,Inc,Inc,Dec,Inc
NAT34,1,77.800003,.076389879,195.5,.38363171,196.45569,.14099066,196.96204,.70673525,22.478262,.12171569,571.57605,.047062851,Sta,Inc,Inc,Inc
NAT34,2,77.800003,.076389879,195.5,.38363171,196.45569,.14099066,196.96204,.70673525,22.478262,.12171569,571.57605,.047062851,Inc,Dec,Dec,Dec
NAT35,1,102,.068627454,324.5,.073959939,.63291138,169.06454,649.55701,.54575658,,,,,Inc,Inc,Inc,Dec
NAT36,2,,,,,73.936707,.81828529,316.77216,.35546052,43.152176,.25792068,230.54349,.63675624,Dec,Inc,Dec,Dec
NAT37,1,35,.47142857,187,.21390373,23.962027,.26413101,76.329109,.53845775,84.413048,.027563624,129.18478,.11301641,Dec,Inc,Dec,Dec
NAT37,2,35,.47142857,187,.21390373,23.962027,.26413101,76.329109,.53845775,84.413048,.027563624,129.18478,.11301641,Inc,Dec,Dec,Inc
NAT38,1,65.75,.1808365,111,.38738739,72.784813,.10202932,50.632912,.66360003,81.95652,.030503979,63.04348,.74868965,Dec,Inc,Dec,Inc
NAT38,2,65.75,.1808365,111,.38738739,72.784813,.10202932,50.632912,.66360003,81.95652,.030503979,63.04348,.74868965,Inc,Inc,Dec,Inc
NAT39,1,115,.028695652,256.5,.3508772,251.43039,.1251124,358.92404,1.5164769,4.8913045,5.8907042,476.73914,.83336985,Inc,Inc,Inc,Inc
NAT39,2,115,.028695652,256.5,.3508772,251.43039,.1251124,358.92404,1.5164769,4.8913045,5.8907042,476.73914,.83336985,Inc,Dec,Inc,Dec
NAT4,1,107.4,.010055866,214.5,.1072261,67.278488,.69585001,328.92407,1.1060303,34.347828,3.140506,138.91304,.91568077,Inc,Inc,Inc,Dec
NAT4,2,107.4,.010055866,214.5,.1072261,67.278488,.69585001,328.92407,1.1060303,34.347828,3.140506,138.91304,.91568077,Dec,Dec,Inc,Dec
NAT40,2,,,,,123.79747,.062116567,505.37976,.21943894,32.201088,1.1198674,475.21741,.45642266,Sta,Inc,Inc,Dec
NAT41,1,118.4,.084459454,183,.80327868,162.1519,.0044496488,142.8481,.088905618,181.41304,.40339747,769.67389,.60701036,Dec,Dec,Dec,Inc
NAT41,2,118.4,.084459454,183,.80327868,162.1519,.0044496488,142.8481,.088905618,181.41304,.40339747,769.67389,.60701036,Inc,Inc,Inc,Inc
NAT42,2,,,,,227.08859,.027090304,99.556961,.31740624,223.20653,.15582961,648.80438,.25970849,Inc,Dec,Inc,Sta
NAT43,1,31.200001,.41634613,192,.40625,62.531647,.068186902,101.26582,.12146249,24.782608,2.2522686,24.130436,2.1632431,Dec,Dec,Dec,Inc
NAT43,2,31.200001,.41634613,192,.40625,62.531647,.068186902,101.26582,.12146249,24.782608,2.2522686,24.130436,2.1632431,Dec,Inc,Inc,Dec
NAT44,1,70.5,0,199,.32160804,26.265823,.70921308,219.55698,.37211299,47.152176,.84632856,361.46738,.317871,Inc,Inc,Sta,Dec
NAT44,2,70.5,0,199,.32160804,26.265823,.70921308,219.55698,.37211299,47.152176,.84632856,361.46738,.317871,Inc,Dec,Inc,Inc
NAT45,1,20,2.0023513,183.5,.83378744,182.27849,.062049408,153.41772,.80499178,82.608696,.12936382,220.65218,1.1697143,Dec,Sta,Dec,Inc
NAT45,2,20,2.0023513,183.5,.83378744,182.27849,.062049408,153.41772,.80499178,82.608696,.12936382,220.65218,1.1697143,Inc,Inc,Inc,Dec
NAT46,1,129.7,.010182912,134,.35820895,100.25316,.27251199,164.62025,.32681274,120.1087,.064571626,156.19565,.96353513,Inc,Sta,Inc,Dec
NAT46,2,129.7,.010182912,134,.35820895,100.25316,.27251199,164.62025,.32681274,120.1087,.064571626,156.19565,.96353513,Sta,Inc,Dec,Inc
NAT47,1,30,1.0484396,224.5,1.2694877,215.18988,.23461321,696.51898,.81792468,79.347824,.10381702,628.36957,.14275038,Inc,Dec,Dec,Inc
NAT47,2,30,1.0484396,224.5,1.2694877,215.18988,.23461321,696.51898,.81792468,79.347824,.10381702,628.36957,.14275038,Sta,Dec,Dec,Dec
NAT48,1,30,3.0245392,402.5,.37267077,168.60759,.46189263,465.82278,1.1004184,1.7391305,10.674297,673.09784,.34705207,Inc,Inc,Dec,Inc
NAT48,2,30,3.0245392,402.5,.37267077,168.60759,.46189263,465.82278,1.1004184,1.7391305,10.674297,673.09784,.34705207,Inc,Dec,Inc,Dec
NAT49,1,85,.01764706,128.5,.19455251,113.92405,.12642007,47.341774,1.6053474,106.52174,.085346498,176.35869,.30789524,Dec,Inc,Inc,Inc
NAT49,2,85,.01764706,128.5,.19455251,113.92405,.12642007,47.341774,1.6053474,106.52174,.085346498,176.35869,.30789524,Inc,Dec,Dec,Sta
NAT5,1,459,.033769064,400.5,.12484395,131.01266,.45817637,415.25314,.73136115,100,5.3503094,558.04352,1.7724423,Sta,Inc,Inc,Dec
NAT5,2,459,.033769064,400.5,.12484395,131.01266,.45817637,415.25314,.73136115,100,5.3503094,558.04352,1.7724423,Inc,Inc,Inc,Dec
NAT50,1,59.400002,.037878785,121,.53719008,122.58228,.10901358,168.5443,.24444613,103.31522,.11913035,349.02176,.73920894,Inc,Dec,Inc,Inc
NAT50,2,59.400002,.037878785,121,.53719008,122.58228,.10901358,168.5443,.24444613,103.31522,.11913035,349.02176,.73920894,Inc,Inc,Sta,Dec
NAT51,1,80,.022500001,197.5,.075949363,167.72151,.077342868,718.48096,.13208422,219.76086,.11890227,516.03259,.21742812,Inc,Inc,Inc,Inc
NAT51,2,80,.022500001,197.5,.075949363,167.72151,.077342868,718.48096,.13208422,219.76086,.11890227,516.03259,.21742812,Dec,Inc,Inc,Inc
NAT6,1,51.299999,.029044835,134,.31343284,25.822784,.0024509805,199.62025,.028554216,18.47826,.045284223,60.16304,.50695574,Inc,Dec,Dec,Dec
NAT6,2,51.299999,.029044835,134,.31343284,25.822784,.0024509805,199.62025,.028554216,18.47826,.045284223,60.16304,.50695574,Dec,Inc,Inc,Dec
NAT7,1,106.4,.036654137,417.5,.062275454,40.632908,0,282.9747,.40356964,39.510868,.17207703,479.8913,1.194854,Dec,Inc,Dec,Dec
NAT7,2,106.4,.036654137,417.5,.062275454,40.632908,0,282.9747,.40356964,39.510868,.17207703,479.8913,1.194854,Inc,Inc,Sta,Sta
NAT8,2,,,,,156.39241,.086289823,175.94937,.23358992,55.489128,.88465863,516.30432,.089482114,Inc,Dec,Inc,Dec
NAT9,1,17,.11117647,197.5,.091139242,24.841772,.64546233,279.17722,.3058989,33.47826,5.1691203,120.21739,1.4016273,Inc,Inc,Inc,Inc
NAT9,2,17,.11117647,197.5,.091139242,24.841772,.64546233,279.17722,.3058989,33.47826,5.1691203,120.21739,1.4016273,Dec,Inc,Inc,Inc
ORA1,1,28,.85052854,321.5,.2488336,51.898735,.54904354,882.78485,.3908087,27.369566,1.7285713,517.06525,.2403952,Inc,Inc,Dec,Inc
ORA1,2,28,.85052854,321.5,.2488336,51.898735,.54904354,882.78485,.3908087,27.369566,1.7285713,517.06525,.2403952,Dec,Dec,Inc,Dec
ORA10,1,88,.39427394,203,.26600984,104.81013,.055461284,251.51898,.16380474,165.6087,.4975138,221.63043,.54369789,Inc,Dec,Dec,Inc
ORA10,2,88,.39427394,203,.26600984,104.81013,.055461284,251.51898,.16380474,165.6087,.4975138,221.63043,.54369789,Dec,Inc,Inc,Inc
ORA11,2,,,,,77.911392,.20767757,458.10126,.53896379,14.673913,1.2444546,381.19568,.15503848,Dec,Dec,Inc,Dec
ORA12,1,19.5,.076666668,128,.0625,43.544304,.2293314,184.90506,.15737806,10.923913,.21632522,56.25,.77333331,Inc,Inc,Inc,Inc
ORA12,2,19.5,.076666668,128,.0625,43.544304,.2293314,184.90506,.15737806,10.923913,.21632522,56.25,.77333331,Dec,Inc,Sta,Dec
ORA13,2,,,,,30.379747,.19641666,55.886078,.99488103,8.913043,3.9428458,206.41304,.53388101,Inc,Dec,Inc,Dec
ORA14,1,44,4.8652458,247.5,1.4181818,57.911392,4.4516931,1441.6456,.4346422,16.195652,2.3428266,213.80435,.41626844,Inc,Dec,Sta,Inc
ORA14,2,44,4.8652458,247.5,1.4181818,57.911392,4.4516931,1441.6456,.4346422,16.195652,2.3428266,213.80435,.41626844,Dec,Sta,Dec,Dec
ORA15,1,130,1.2846153,171.5,2.9446063,87.594933,2.1621668,490.18988,1.2591039,54.739132,7.0374694,261.95651,2.1056929,Inc,Dec,Inc,Dec
ORA15,2,130,1.2846153,171.5,2.9446063,87.594933,2.1621668,490.18988,1.2591039,54.739132,7.0374694,261.95651,2.1056929,Dec,Inc,Inc,Dec
ORA16,2,,,,,50.126579,.38654679,283.92404,.5078823,7.445652,.11706794,208.69565,.007666667,Dec,Dec,Dec,Dec
ORA17,1,68,.21234648,210,.18000001,60.037975,.070967741,118.79747,1.1405966,37.467392,1.25393,378.20654,.63801116,Dec,Inc,Dec,Dec
ORA17,2,68,.21234648,210,.18000001,60.037975,.070967741,118.79747,1.1405966,37.467392,1.25393,378.20654,.63801116,Inc,Dec,Inc,Dec
ORA18,1,89,.068426967,320.5,.10296412,175.06329,.1348632,131.20253,.7134009,265.75,.11986613,579.61957,.34453633,Dec,Inc,Inc,Inc
ORA18,2,89,.068426967,320.5,.10296412,175.06329,.1348632,131.20253,.7134009,265.75,.11986613,579.61957,.34453633,Inc,Dec,Dec,Inc
ORA19,2,,,,,52.721519,.15798706,205.6962,.41857851,107.17391,.14624578,147.82608,.31185293,Dec,Dec,Sta,Inc
ORA2,1,49,.48669389,157,.19745225,28.797468,.25274727,55.569622,.1709567,27.717392,2.2375333,225.86957,.5711261,Dec,Dec,Dec,Dec
ORA2,2,49,.48669389,157,.19745225,28.797468,.25274727,55.569622,.1709567,27.717392,2.2375333,225.86957,.5711261,Inc,Inc,Inc,Sta
ORA20,2,,,,,70.316452,.10808282,207.91139,.34966815,53.097824,.18703793,232.60869,1.1706355,Inc,Inc,Inc,Dec
ORA21,1,78,.13653846,160,.53125,189.87341,.30431789,315.37973,.44137269,70.760864,0,156.73912,.15631069,Inc,Dec,Inc,Inc
ORA21,2,78,.13653846,160,.53125,189.87341,.30431789,315.37973,.44137269,70.760864,0,156.73912,.15631069,Dec,Dec,Dec,Dec
ORA22,1,74.5,.13887247,214.5,.4009324,67.974686,.56485856,117.08861,1.5842701,86.16304,0,302.71738,.10736087,Dec,Inc,Inc,Sta
ORA22,2,74.5,.13887247,214.5,.4009324,67.974686,.56485856,117.08861,1.5842701,86.16304,0,302.71738,.10736087,Inc,Dec,Dec,Inc
ORA23,1,66.5,.14165413,327.5,.2687023,1202.5316,0,6051.4556,.010460293,326.08694,.4760696,1520.9783,1.0720074,Inc,Dec,Dec,Inc
ORA23,2,66.5,.14165413,327.5,.2687023,1202.5316,0,6051.4556,.010460293,326.08694,.4760696,1520.9783,1.0720074,Dec,Inc,Sta,Dec
ORA24,1,55,.54545456,189,.22222224,29.746836,.46423405,59.367092,.35204688,173.15218,.11384613,412.28259,.2752966,Dec,Inc,Dec,Dec
