"","HHID_panel","tempo","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_ISR_b","cat_expenses_b","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"477","MANAM23",1,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"478","MANAM23",2,"Inc","Inc","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"479","MANAM24",1,"Inc","Sta","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Dec","3"
"480","MANAM24",2,"Inc","Dec","Sta","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"481","MANAM25",1,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"482","MANAM25",2,"Sta","Sta","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"483","MANAM26",1,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"484","MANAM26",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"485","MANAM28",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"486","MANAM28",2,"Inc","Dec","Dec","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"487","MANAM3",1,"Inc","Sta","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"488","MANAM3",2,"Inc","Inc","Inc","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"489","MANAM30",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"490","MANAM30",2,"Inc","Dec","Dec","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"491","MANAM31",1,"Inc","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"492","MANAM31",2,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"493","MANAM32",1,"Inc","Inc","Inc","Sta","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"494","MANAM32",2,"Dec","Inc","Sta","Inc","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"495","MANAM33",1,"Sta","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"496","MANAM33",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"497","MANAM36",1,"Inc","Inc","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"498","MANAM36",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"499","MANAM37",1,"Inc","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"500","MANAM37",2,"Inc","Dec","Dec","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"501","MANAM38",1,"Dec","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"502","MANAM38",2,"Inc","Dec","Dec","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"503","MANAM39",1,"Inc","Dec","Dec","Sta","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","1"
"504","MANAM39",2,"Sta","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"505","MANAM4",1,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"506","MANAM4",2,"Dec","Inc","Sta","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"507","MANAM41",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"508","MANAM41",2,"Inc","Dec","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"509","MANAM42",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"510","MANAM42",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"511","MANAM43",1,"Dec","Inc","Inc","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"512","MANAM43",2,"Inc","Inc","Sta","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"513","MANAM45",1,"Dec","Inc","Inc","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"514","MANAM45",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"515","MANAM47",1,"Inc","Inc","Inc","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"516","MANAM47",2,"Dec","Inc","Sta","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"517","MANAM48",1,"Inc","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"518","MANAM48",2,"Sta","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","3"
"519","MANAM49",1,"Inc","Inc","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"520","MANAM49",2,"Dec","Dec","Dec","Inc","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"521","MANAM5",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"522","MANAM5",2,"Inc","Dec","Sta","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"523","MANAM50",1,"Inc","Inc","Dec","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"524","MANAM50",2,"Inc","Sta","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"525","MANAM51",1,"Dec","Inc","Dec","Sta","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"526","MANAM51",2,"Inc","Dec","Dec","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"527","MANAM8",1,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"528","MANAM8",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"529","MANAM9",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"530","MANAM9",2,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"531","NAT1",1,"Inc","Sta","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"532","NAT1",2,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"533","NAT10",1,"Dec","Inc","Inc","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"534","NAT10",2,"Dec","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"535","NAT11",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"536","NAT11",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"537","NAT12",1,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"538","NAT12",2,"Sta","Sta","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"539","NAT13",1,"Dec","Inc","Dec","Sta","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"540","NAT13",2,"Inc","Dec","Sta","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"541","NAT14",1,"Dec","Inc","Sta","Inc","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"542","NAT14",2,"Inc","Dec","Dec","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"543","NAT15",1,"Dec","Dec","Sta","Dec","Sta","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"544","NAT15",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"545","NAT16",1,"Dec","Dec","Inc","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"546","NAT16",2,"Inc","Dec","Inc","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"547","NAT17",1,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"548","NAT17",2,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"549","NAT18",1,"Dec","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"550","NAT18",2,"Inc","Sta","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"551","NAT19",1,"Inc","Dec","Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"552","NAT19",2,"Inc","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"553","NAT2",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"554","NAT2",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"555","NAT20",1,"Inc","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"556","NAT20",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"557","NAT24",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"558","NAT24",2,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"559","NAT26",1,"Dec","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"560","NAT26",2,"Dec","Sta","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"561","NAT28",1,"Inc","Sta","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"562","NAT28",2,"Dec","Inc","Inc","Inc","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"563","NAT29",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"564","NAT29",2,"Dec","Inc","Dec","Sta","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"565","NAT32",1,"Dec","Inc","Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"566","NAT32",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"567","NAT33",1,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"568","NAT33",2,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"569","NAT34",1,"Sta","Inc","Inc","Inc","Sta","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","3"
"570","NAT34",2,"Inc","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"571","NAT37",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"572","NAT37",2,"Inc","Dec","Dec","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"573","NAT38",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"574","NAT38",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"575","NAT39",1,"Inc","Inc","Inc","Inc","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"576","NAT39",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"577","NAT4",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"578","NAT4",2,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"579","NAT41",1,"Dec","Dec","Dec","Inc","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"580","NAT41",2,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"581","NAT43",1,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"582","NAT43",2,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"583","NAT44",1,"Inc","Inc","Sta","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"584","NAT44",2,"Inc","Dec","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"585","NAT45",1,"Dec","Sta","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"586","NAT45",2,"Inc","Inc","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"587","NAT46",1,"Inc","Sta","Inc","Dec","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"588","NAT46",2,"Sta","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","3"
"589","NAT47",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"590","NAT47",2,"Sta","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","3"
"591","NAT48",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"592","NAT48",2,"Inc","Dec","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"593","NAT49",1,"Dec","Inc","Inc","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"594","NAT49",2,"Inc","Dec","Dec","Sta","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","1"
"595","NAT5",1,"Sta","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"596","NAT5",2,"Inc","Inc","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"597","NAT50",1,"Inc","Dec","Inc","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"598","NAT50",2,"Inc","Inc","Sta","Dec","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"599","NAT51",1,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"600","NAT51",2,"Dec","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"601","NAT6",1,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"602","NAT6",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"603","NAT7",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"604","NAT7",2,"Inc","Inc","Sta","Sta","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Sta","2"
"605","NAT9",1,"Inc","Inc","Inc","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"606","NAT9",2,"Dec","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"607","ORA1",1,"Inc","Inc","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"608","ORA1",2,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"609","ORA10",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"610","ORA10",2,"Dec","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"611","ORA12",1,"Inc","Inc","Inc","Inc","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"612","ORA12",2,"Dec","Inc","Sta","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"613","ORA14",1,"Inc","Dec","Sta","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"614","ORA14",2,"Dec","Sta","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Dec","3"
"615","ORA15",1,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"616","ORA15",2,"Dec","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"617","ORA17",1,"Dec","Inc","Dec","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"618","ORA17",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"619","ORA18",1,"Dec","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"620","ORA18",2,"Inc","Dec","Dec","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"621","ORA2",1,"Dec","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"622","ORA2",2,"Inc","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"623","ORA21",1,"Inc","Dec","Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"624","ORA21",2,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"625","ORA22",1,"Dec","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"626","ORA22",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"627","ORA23",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"628","ORA23",2,"Dec","Inc","Sta","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"629","ORA24",1,"Dec","Inc","Dec","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"630","ORA24",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"631","ORA25",1,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"632","ORA25",2,"Inc","Sta","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"633","ORA26",1,"Inc","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"634","ORA26",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"635","ORA27",1,"Inc","Dec","Dec","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
